,Days,5 Minute TimeStamp (Unix),5 Minute TimeStamp (Excel Reading),Sensor Value (Average of last 5),,Boris Bike TimeStamp (Unix),Boris Bike TimeStamp (Excel Readable),Number of Boris Bikes Available,
,,,,Lux Value,Normalized,,,Boris Bike Value,Normalized 
02/01/2020,02/01/2020,43832.00278,00:04:00,0,-0.44924552,,,,-1.591891177
,,43832.00625,00:09:00,0,-0.44924552,,,,-1.591891177
,,43832.00972,00:14:00,0,-0.44924552,,,,-1.591891177
,,43832.01319,00:19:00,0,-0.44924552,,,,-1.591891177
,,43832.01667,00:24:00,0,-0.44924552,,,,-1.591891177
,,43832.02014,00:29:00,0,-0.44924552,,,,-1.591891177
,,43832.02361,00:34:00,0,-0.44924552,,,,-1.591891177
,,43832.02708,00:39:00,0,-0.44924552,,,,-1.591891177
,,43832.03056,00:44:00,0,-0.44924552,,,,-1.591891177
,,43832.03403,00:49:00,0,-0.44924552,,,,-1.591891177
,,43832.0375,00:54:00,0,-0.44924552,,,,-1.591891177
,,43832.04097,00:59:00,0,-0.44924552,,,,-1.591891177
,,43832.04444,01:04:00,0,-0.44924552,,,,-1.591891177
,,43832.04792,01:09:00,0,-0.44924552,,,,-1.591891177
,,43832.05139,01:14:00,0,-0.44924552,,,,-1.591891177
,,43832.05486,01:19:00,0,-0.44924552,,,,-1.591891177
,,43832.05833,01:24:00,0,-0.44924552,,,,-1.591891177
,,43832.06181,01:29:00,0,-0.44924552,,,,-1.591891177
,,43832.06528,01:34:00,0,-0.44924552,,,,-1.591891177
,,43832.06875,01:39:00,0,-0.44924552,,,,-1.591891177
,,43832.07222,01:44:00,0,-0.44924552,,,,-1.591891177
,,43832.07569,01:49:00,0,-0.44924552,,,,-1.591891177
,,43832.07917,01:54:00,0,-0.44924552,,,,-1.591891177
,,43832.08264,01:59:00,0,-0.44924552,,,,-1.591891177
,,43832.08611,02:04:00,0,-0.44924552,,,,-1.591891177
,,43832.08958,02:09:00,0,-0.44924552,,,,-1.591891177
,,43832.09306,02:14:00,0,-0.44924552,,,,-1.591891177
,,43832.09653,02:19:00,0,-0.44924552,,,,-1.591891177
,,43832.1,02:24:00,0,-0.44924552,,,,-1.591891177
,,43832.10347,02:29:00,0,-0.44924552,,,,-1.591891177
,,43832.10694,02:34:00,0,-0.44924552,,,,-1.591891177
,,43832.11042,02:39:00,0,-0.44924552,,,,-1.591891177
,,43832.11389,02:44:00,0,-0.44924552,,,,-1.591891177
,,43832.11736,02:49:00,0,-0.44924552,,,,-1.591891177
,,43832.12083,02:54:00,0,-0.44924552,,,,-1.591891177
,,43832.12431,02:59:00,0,-0.44924552,,,,-1.591891177
,,43832.12778,03:04:00,0,-0.44924552,,,,-1.591891177
,,43832.13125,03:09:00,0,-0.44924552,,,,-1.591891177
,,43832.13472,03:14:00,0,-0.44924552,,,,-1.591891177
,,43832.13819,03:19:00,0,-0.44924552,,,,-1.591891177
,,43832.14167,03:24:00,0,-0.44924552,,,,-1.591891177
,,43832.14514,03:29:00,0,-0.44924552,,,,-1.591891177
,,43832.14861,03:34:00,0,-0.44924552,,,,-1.591891177
,,43832.15208,03:39:00,0,-0.44924552,,,,-1.591891177
,,43832.15556,03:44:00,0,-0.44924552,,,,-1.591891177
,,43832.15903,03:49:00,0,-0.44924552,,,,-1.591891177
,,43832.1625,03:54:00,0,-0.44924552,,,,-1.591891177
,,43832.16597,03:59:00,0,-0.44924552,,,,-1.591891177
,,43832.16944,04:04:00,0,-0.44924552,,,,-1.591891177
,,43832.17292,04:09:00,0,-0.44924552,,,,-1.591891177
,,43832.17639,04:14:00,0,-0.44924552,,,,-1.591891177
,,43832.17986,04:19:00,0,-0.44924552,,,,-1.591891177
,,43832.18333,04:24:00,0,-0.44924552,,,,-1.591891177
,,43832.18681,04:29:00,0,-0.44924552,,,,-1.591891177
,,43832.19028,04:34:00,0,-0.44924552,,,,-1.591891177
,,43832.19375,04:39:00,0,-0.44924552,,,,-1.591891177
,,43832.19722,04:44:00,0,-0.44924552,,,,-1.591891177
,,43832.20069,04:49:00,0,-0.44924552,,,,-1.591891177
,,43832.20417,04:54:00,0,-0.44924552,,,,-1.591891177
,,43832.20764,04:59:00,0,-0.44924552,,,,-1.591891177
,,43832.21111,05:04:00,0,-0.44924552,,,,-1.591891177
,,43832.21458,05:09:00,0,-0.44924552,,,,-1.591891177
,,43832.21806,05:14:00,0,-0.44924552,,,,-1.591891177
,,43832.22153,05:19:00,0,-0.44924552,,,,-1.591891177
,,43832.225,05:24:00,0,-0.44924552,,,,-1.591891177
,,43832.22847,05:29:00,0,-0.44924552,,,,-1.591891177
,,43832.23194,05:34:00,0,-0.44924552,,,,-1.591891177
,,43832.23542,05:39:00,0,-0.44924552,,,,-1.591891177
,,43832.23889,05:44:00,0,-0.44924552,,,,-1.591891177
,,43832.24236,05:49:00,0,-0.44924552,,,,-1.591891177
,,43832.24583,05:54:00,0,-0.44924552,,,,-1.591891177
,,43832.24931,05:59:00,0,-0.44924552,,,,-1.591891177
,,43832.25278,06:04:00,0,-0.44924552,,,,-1.591891177
,,43832.25625,06:09:00,0,-0.44924552,,,,-1.591891177
,,43832.25972,06:14:00,0,-0.44924552,,,,-1.591891177
,,43832.26319,06:19:00,0,-0.44924552,,,,-1.591891177
,,43832.26667,06:24:00,0,-0.44924552,,,,-1.591891177
,,43832.27014,06:29:00,0,-0.44924552,,,,-1.591891177
,,43832.27361,06:34:00,0,-0.44924552,,,,-1.591891177
,,43832.27708,06:39:00,0,-0.44924552,,,,-1.591891177
,,43832.28056,06:44:00,0,-0.44924552,,,,-1.591891177
,,43832.28403,06:49:00,0,-0.44924552,,,,-1.591891177
,,43832.2875,06:54:00,0,-0.44924552,,,,-1.591891177
,,43832.29097,06:59:00,0,-0.44924552,,,,-1.591891177
,,43832.29444,07:04:00,0,-0.44924552,,,,-1.591891177
,,43832.29792,07:09:00,0,-0.44924552,,,,-1.591891177
,,43832.30139,07:14:00,0,-0.44924552,,,,-1.591891177
,,43832.30486,07:19:00,0,-0.44924552,,,,-1.591891177
,,43832.30833,07:24:00,0,-0.44924552,,,,-1.591891177
,,43832.31181,07:29:00,0,-0.44924552,,,,-1.591891177
,,43832.31528,07:34:00,0,-0.44924552,,,,-1.591891177
,,43832.31875,07:39:00,0,-0.44924552,,,,-1.591891177
,,43832.32222,07:44:00,0,-0.44924552,,,,-1.591891177
,,43832.32569,07:49:00,0.2,-0.44914127,,,,-1.591891177
,,43832.32917,07:54:00,1.4,-0.448515768,,,,-1.591891177
,,43832.33264,07:59:00,3.2,-0.447577516,,,,-1.591891177
,,43832.33611,08:04:00,6.2,-0.446013762,,,,-1.591891177
,,43832.33958,08:09:00,12.2,-0.442886253,,,,-1.591891177
,,43832.34306,08:14:00,26,-0.435692984,,,,-1.591891177
,,43832.34653,08:19:00,51.8,-0.422244698,,,,-1.591891177
,,43832.35,08:24:00,89.2,-0.402749896,,,,-1.591891177
,,43832.35347,08:29:00,120.6,-0.386382603,,,,-1.591891177
,,43832.35694,08:34:00,186.4,-0.352084261,,,,-1.591891177
,,43832.36042,08:39:00,292,-0.297040115,,,,-1.591891177
,,43832.36389,08:44:00,343.2,-0.270352043,,,,-1.591891177
,,43832.36736,08:49:00,437.4,-0.221250163,,,,-1.591891177
,,43832.37083,08:54:00,572.2,-0.150985475,,,,-1.591891177
,,43832.37431,08:59:00,703.6,-0.082493043,,,,-1.591891177
,,43832.37778,09:04:00,803.2,-0.030576404,,,,-1.591891177
,,43832.38125,09:09:00,874.6,0.006640945,,,,-1.591891177
,,43832.38472,09:14:00,914.6,0.027491001,,,,-1.591891177
,,43832.38819,09:19:00,956.4,0.049279309,,,,-1.591891177
,,43832.39167,09:24:00,1090.6,0.119231245,,,,-1.591891177
,,43832.39514,09:29:00,1278.6,0.217226506,,,,-1.591891177
,,43832.39861,09:34:00,1369,0.264347632,,,,-1.591891177
,,43832.40208,09:39:00,1316.2,0.236825559,,,,-1.591891177
,,43832.40556,09:44:00,1243.8,0.199086958,,,,-1.591891177
,,43832.40903,09:49:00,1198.4,0.175422145,,,,-1.591891177
,,43832.4125,09:54:00,1045.6,0.095774933,,,,-1.591891177
,,43832.41597,09:59:00,1038.2,0.091917672,,,,-1.591891177
,,43832.41944,10:04:00,1112.4,0.130594525,,,,-1.591891177
,,43832.42292,10:09:00,1256.6,0.205758976,,,,-1.591891177
,,43832.42639,10:14:00,1359,0.259135118,,,,-1.591891177
,,43832.42986,10:19:00,1407,0.284155185,,,,-1.591891177
,,43832.43333,10:24:00,1445.2,0.304066988,,,,-1.591891177
,,43832.43681,10:29:00,1460.6,0.312094259,,,,-1.591891177
,,43832.44028,10:34:00,1499.4,0.332318813,,,,-1.591891177
,,43832.44375,10:39:00,1582.8,0.375791179,,,,-1.591891177
,,43832.44722,10:44:00,1709.6,0.441885855,,,,-1.591891177
,,43832.45069,10:49:00,1902.2,0.542278873,,,,-1.591891177
,,43832.45417,10:54:00,1984.2,0.585021487,,,,-1.591891177
,,43832.45764,10:59:00,1895.2,0.538630113,,,,-1.591891177
,,43832.46111,11:04:00,1888,0.534877103,,,,-1.591891177
,,43832.46458,11:09:00,1885.6,0.5336261,,,,-1.591891177
,,43832.46806,11:14:00,1850.8,0.515486552,,,,-1.591891177
,,43832.47153,11:19:00,1803.2,0.490674985,,,,-1.591891177
,,43832.475,11:24:00,1690.6,0.431982079,,,,-1.591891177
,,43832.47847,11:29:00,1541.2,0.354107121,,,,-1.591891177
,,43832.48194,11:34:00,1460.6,0.312094259,,,,-1.591891177
,,43832.48542,11:39:00,1613.6,0.391845722,,,,-1.591891177
,,43832.48889,11:44:00,1827.2,0.503185019,,,,-1.591891177
,,43832.49236,11:49:00,2096.8,0.643714393,,,,-1.591891177
,,43832.49583,11:54:00,2335.6,0.768189225,,,,-1.591891177
,,43832.49931,11:59:00,2536.2,0.872752254,,,,-1.591891177
,,43832.50278,12:04:00,2472.2,0.839392165,,,,-1.591891177
,,43832.50625,12:09:00,2161.8,0.677595734,,,,-1.591891177
,,43832.50972,12:14:00,2138.4,0.665398451,,,,-1.591891177
,,43832.51319,12:19:00,2255.4,0.726384864,,,,-1.591891177
,,43832.51667,12:24:00,2537.2,0.873273505,,,,-1.591891177
,,43832.52014,12:29:00,2656.4,0.935406671,,,,-1.591891177
,,43832.52361,12:34:00,2425.2,0.81489335,,,,-1.591891177
,,43832.52708,12:39:00,2374.8,0.78862228,,,,-1.591891177
,,43832.53056,12:44:00,2263.2,0.730450625,,,,-1.591891177
,,43832.53403,12:49:00,2174.2,0.684059251,,,,-1.591891177
,,43832.5375,12:54:00,2486.8,0.847002435,,,,-1.591891177
,,43832.54097,12:59:00,2998.8,1.113883147,,,,-1.591891177
,,43832.54444,13:04:00,2980.4,1.104292121,,,,-1.591891177
,,43832.54792,13:09:00,2645.6,0.929777156,,,,-1.591891177
,,43832.55139,13:14:00,2637,0.925294394,,,,-1.591891177
,,43832.55486,13:19:00,1965.2,0.575117711,,,,-1.591891177
,,43832.55833,13:24:00,1254.4,0.204612223,,,,-1.591891177
,,43832.56181,13:29:00,954.6,0.048341056,,,,-1.591891177
,,43832.56528,13:34:00,1009.2,0.076801382,,,,-1.591891177
,,43832.56875,13:39:00,1225.2,0.189391682,,,,-1.591891177
,,43832.57222,13:44:00,1356.4,0.257779865,,,,-1.591891177
,,43832.57569,13:49:00,1163.4,0.157178346,,,,-1.591891177
,,43832.57917,13:54:00,1293.8,0.225149528,,,,-1.591891177
,,43832.58264,13:59:00,1431,0.296665218,,,,-1.591891177
,,43832.58611,14:04:00,1510.8,0.338261079,,,,-1.591891177
,,43832.58958,14:09:00,1587.2,0.378084685,,,,-1.591891177
,,43832.59306,14:14:00,1609.2,0.389552216,,,,-1.591891177
,,43832.59653,14:19:00,1875.6,0.528413586,,,,-1.591891177
,,43832.6,14:24:00,2280.2,0.739311898,,,,-1.591891177
,,43832.60347,14:29:00,1808,0.493176992,,,,-1.591891177
,,43832.60694,14:34:00,2267.8,0.732848381,,,,-1.591891177
,,43832.61042,14:39:00,2158.8,0.67603198,,,,-1.591891177
,,43832.61389,14:44:00,1963.6,0.574283708,,,,-1.591891177
,,43832.61736,14:49:00,1818.2,0.498493756,,,,-1.591891177
,,43832.62083,14:54:00,1694.4,0.433962834,,,,-1.591891177
,,43832.62431,14:59:00,1470.8,0.317411024,,,,-1.591891177
,,43832.62778,15:04:00,894.4,0.016961723,,,,-1.591891177
,,43832.63125,15:09:00,984.8,0.064082848,,,,-1.591891177
,,43832.63472,15:14:00,1004,0.074090875,,,,-1.591891177
,,43832.63819,15:19:00,871,0.00476444,,,,-1.591891177
,,43832.64167,15:24:00,619.6,-0.126278159,,,,-1.591891177
,,43832.64514,15:29:00,502.2,-0.187473072,,,,-1.591891177
,,43832.64861,15:34:00,338.6,-0.2727498,,,,-1.591891177
,,43832.65208,15:39:00,252.6,-0.317577419,,,,-1.591891177
,,43832.65556,15:44:00,208.2,-0.340720981,,,,-1.591891177
,,43832.65903,15:49:00,157.8,-0.366992051,,,,-1.591891177
,,43832.6625,15:54:00,88.2,-0.403271148,,,,-1.591891177
,,43832.66597,15:59:00,50.6,-0.4228702,,,,-1.591891177
,,43832.66944,16:04:00,32.4,-0.432356975,,,,-1.591891177
,,43832.67292,16:09:00,23,-0.437256738,,,,-1.591891177
,,43832.67639,16:14:00,11.6,-0.443199004,,,,-1.591891177
,,43832.67986,16:19:00,5.8,-0.446222262,,,,-1.591891177
,,43832.68333,16:24:00,3.4,-0.447473266,,,,-1.591891177
,,43832.68681,16:29:00,1.6,-0.448411518,,,,-1.591891177
,,43832.69028,16:34:00,0.6,-0.44893277,,,,-1.591891177
,,43832.69375,16:39:00,0,-0.44924552,,,,-1.591891177
,,43832.69722,16:44:00,0,-0.44924552,,,,-1.591891177
,,43832.70069,16:49:00,0,-0.44924552,,,,-1.591891177
,,43832.70417,16:54:00,0,-0.44924552,,,,-1.591891177
,,43832.70764,16:59:00,0,-0.44924552,,,,-1.591891177
,,43832.71111,17:04:00,0,-0.44924552,,,,-1.591891177
,,43832.71458,17:09:00,0,-0.44924552,,,,-1.591891177
,,43832.71806,17:14:00,0,-0.44924552,,,,-1.591891177
,,43832.72153,17:19:00,0,-0.44924552,,,,-1.591891177
,,43832.725,17:24:00,0,-0.44924552,,,,-1.591891177
,,43832.72847,17:29:00,0,-0.44924552,,,,-1.591891177
,,43832.73194,17:34:00,0,-0.44924552,,,,-1.591891177
,,43832.73542,17:39:00,0,-0.44924552,,,,-1.591891177
,,43832.73889,17:44:00,0,-0.44924552,,,,-1.591891177
,,43832.74236,17:49:00,0,-0.44924552,,,,-1.591891177
,,43832.74583,17:54:00,0,-0.44924552,,,,-1.591891177
,,43832.74931,17:59:00,0,-0.44924552,,,,-1.591891177
,,43832.75278,18:04:00,0,-0.44924552,,,,-1.591891177
,,43832.75625,18:09:00,0,-0.44924552,,,,-1.591891177
,,43832.75972,18:14:00,0,-0.44924552,,,,-1.591891177
,,43832.76319,18:19:00,0,-0.44924552,,,,-1.591891177
,,43832.76667,18:24:00,0,-0.44924552,,,,-1.591891177
,,43832.77014,18:29:00,0,-0.44924552,,,,-1.591891177
,,43832.77361,18:34:00,0,-0.44924552,,,,-1.591891177
,,43832.77708,18:39:00,0,-0.44924552,,,,-1.591891177
,,43832.78056,18:44:00,0,-0.44924552,,,,-1.591891177
,,43832.78403,18:49:00,0,-0.44924552,,,,-1.591891177
,,43832.7875,18:54:00,0,-0.44924552,,,,-1.591891177
,,43832.79097,18:59:00,0,-0.44924552,,,,-1.591891177
,,43832.79444,19:04:00,0,-0.44924552,,,,-1.591891177
,,43832.79792,19:09:00,0,-0.44924552,,,,-1.591891177
,,43832.80139,19:14:00,0,-0.44924552,,,,-1.591891177
,,43832.80486,19:19:00,0,-0.44924552,,,,-1.591891177
,,43832.80833,19:24:00,0,-0.44924552,,,,-1.591891177
,,43832.81181,19:29:00,0,-0.44924552,,,,-1.591891177
,,43832.81528,19:34:00,0,-0.44924552,,,,-1.591891177
,,43832.81875,19:39:00,0,-0.44924552,,,,-1.591891177
,,43832.82222,19:44:00,0,-0.44924552,,,,-1.591891177
,,43832.82569,19:49:00,0,-0.44924552,,,,-1.591891177
,,43832.82917,19:54:00,0,-0.44924552,,,,-1.591891177
,,43832.83264,19:59:00,0,-0.44924552,,,,-1.591891177
,,43832.83611,20:04:00,0,-0.44924552,,,,-1.591891177
,,43832.83958,20:09:00,0,-0.44924552,,,,-1.591891177
,,43832.84306,20:14:00,0,-0.44924552,,,,-1.591891177
,,43832.84653,20:19:00,0,-0.44924552,,,,-1.591891177
,,43832.85,20:24:00,0,-0.44924552,,,,-1.591891177
,,43832.85347,20:29:00,0,-0.44924552,,,,-1.591891177
,,43832.85694,20:34:00,0,-0.44924552,,,,-1.591891177
,,43832.86042,20:39:00,0,-0.44924552,,,,-1.591891177
,,43832.86389,20:44:00,0,-0.44924552,,,,-1.591891177
,,43832.86736,20:49:00,0,-0.44924552,,,,-1.591891177
,,43832.87083,20:54:00,0,-0.44924552,,,,-1.591891177
,,43832.87431,20:59:00,0,-0.44924552,,,,-1.591891177
,,43832.87778,21:04:00,0,-0.44924552,,,,-1.591891177
,,43832.88125,21:09:00,0,-0.44924552,,,,-1.591891177
,,43832.88472,21:14:00,0,-0.44924552,,,,-1.591891177
,,43832.88819,21:19:00,0,-0.44924552,,,,-1.591891177
,,43832.89167,21:24:00,0,-0.44924552,,,,-1.591891177
,,43832.89514,21:29:00,0,-0.44924552,,,,-1.591891177
,,43832.89861,21:34:00,0,-0.44924552,,,,-1.591891177
,,43832.90208,21:39:00,0,-0.44924552,,,,-1.591891177
,,43832.90556,21:44:00,0,-0.44924552,,,,-1.591891177
,,43832.90903,21:49:00,0,-0.44924552,,,,-1.591891177
,,43832.9125,21:54:00,0,-0.44924552,,,,-1.591891177
,,43832.91597,21:59:00,0,-0.44924552,,,,-1.591891177
,,43832.91944,22:04:00,0,-0.44924552,,,,-1.591891177
,,43832.92292,22:09:00,0,-0.44924552,,,,-1.591891177
,,43832.92639,22:14:00,0,-0.44924552,,,,-1.591891177
,,43832.92986,22:19:00,0,-0.44924552,,,,-1.591891177
,,43832.93333,22:24:00,0,-0.44924552,,,,-1.591891177
,,43832.93681,22:29:00,0,-0.44924552,,,,-1.591891177
,,43832.94028,22:34:00,0,-0.44924552,,,,-1.591891177
,,43832.94375,22:39:00,0,-0.44924552,,,,-1.591891177
,,43832.94722,22:44:00,0,-0.44924552,,,,-1.591891177
,,43832.95069,22:49:00,0,-0.44924552,,,,-1.591891177
,,43832.95417,22:54:00,0,-0.44924552,,,,-1.591891177
,,43832.95764,22:59:00,0,-0.44924552,,,,-1.591891177
,,43832.96111,23:04:00,0,-0.44924552,,,,-1.591891177
,,43832.96458,23:09:00,0,-0.44924552,,,,-1.591891177
,,43832.96806,23:14:00,0,-0.44924552,,,,-1.591891177
,,43832.97153,23:19:00,0,-0.44924552,,,,-1.591891177
,,43832.975,23:24:00,0,-0.44924552,,,,-1.591891177
,,43832.97847,23:29:00,0,-0.44924552,,,,-1.591891177
,,43832.98194,23:34:00,0,-0.44924552,,,,-1.591891177
,,43832.98542,23:39:00,0,-0.44924552,,,,-1.591891177
,,43832.98889,23:44:00,0,-0.44924552,,,,-1.591891177
,,43832.99236,23:49:00,0,-0.44924552,,,,-1.591891177
,,43832.99583,23:54:00,0,-0.44924552,,,,-1.591891177
,,43832.99931,23:59:00,0,-0.44924552,,,,-1.591891177
03/01/2020,03/01/2020,43833.00278,00:04:00,0.8,-0.448828519,,,,-1.591891177
,,43833.00625,00:09:00,0.6,-0.44893277,,,,-1.591891177
,,43833.00972,00:14:00,0.6,-0.44893277,,,,-1.591891177
,,43833.01319,00:19:00,0.2,-0.44914127,,,,-1.591891177
,,43833.02014,00:29:00,0,-0.44924552,,,,-1.591891177
,,43833.02361,00:34:00,0,-0.44924552,,,,-1.591891177
,,43833.02708,00:39:00,0,-0.44924552,,,,-1.591891177
,,43833.03056,00:44:00,0,-0.44924552,,,,-1.591891177
,,43833.03403,00:49:00,0,-0.44924552,,,,-1.591891177
,,43833.0375,00:54:00,0,-0.44924552,,,,-1.591891177
,,43833.04097,00:59:00,0,-0.44924552,,,,-1.591891177
,,43833.04444,01:04:00,0,-0.44924552,,,,-1.591891177
,,43833.04792,01:09:00,0,-0.44924552,,,,-1.591891177
,,43833.05139,01:14:00,0,-0.44924552,,,,-1.591891177
,,43833.05486,01:19:00,0,-0.44924552,,,,-1.591891177
,,43833.05833,01:24:00,0,-0.44924552,,,,-1.591891177
,,43833.06181,01:29:00,0,-0.44924552,,,,-1.591891177
,,43833.06528,01:34:00,0,-0.44924552,,,,-1.591891177
,,43833.06875,01:39:00,0,-0.44924552,,,,-1.591891177
,,43833.07222,01:44:00,0,-0.44924552,,,,-1.591891177
,,43833.07569,01:49:00,0,-0.44924552,,,,-1.591891177
,,43833.07917,01:54:00,0,-0.44924552,,,,-1.591891177
,,43833.08264,01:59:00,0,-0.44924552,,,,-1.591891177
,,43833.08611,02:04:00,0,-0.44924552,,,,-1.591891177
,,43833.08958,02:09:00,0,-0.44924552,,,,-1.591891177
,,43833.09306,02:14:00,0,-0.44924552,,,,-1.591891177
,,43833.09653,02:19:00,0,-0.44924552,,,,-1.591891177
,,43833.1,02:24:00,0,-0.44924552,,,,-1.591891177
,,43833.10347,02:29:00,0,-0.44924552,,,,-1.591891177
,,43833.10694,02:34:00,0,-0.44924552,,,,-1.591891177
,,43833.11042,02:39:00,0,-0.44924552,,,,-1.591891177
,,43833.11389,02:44:00,0,-0.44924552,,,,-1.591891177
,,43833.11736,02:49:00,0,-0.44924552,,,,-1.591891177
,,43833.12083,02:54:00,0,-0.44924552,,,,-1.591891177
,,43833.12431,02:59:00,0,-0.44924552,,,,-1.591891177
,,43833.12778,03:04:00,0,-0.44924552,,,,-1.591891177
,,43833.13125,03:09:00,0,-0.44924552,,,,-1.591891177
,,43833.13472,03:14:00,0,-0.44924552,,,,-1.591891177
,,43833.13819,03:19:00,0,-0.44924552,,,,-1.591891177
,,43833.14167,03:24:00,0,-0.44924552,,,,-1.591891177
,,43833.14514,03:29:00,0,-0.44924552,,,,-1.591891177
,,43833.14861,03:34:00,0,-0.44924552,,,,-1.591891177
,,43833.15208,03:39:00,0,-0.44924552,,,,-1.591891177
,,43833.15556,03:44:00,0,-0.44924552,,,,-1.591891177
,,43833.15903,03:49:00,0,-0.44924552,,,,-1.591891177
,,43833.1625,03:54:00,0,-0.44924552,,,,-1.591891177
,,43833.16597,03:59:00,0,-0.44924552,,,,-1.591891177
,,43833.16944,04:04:00,0,-0.44924552,,,,-1.591891177
,,43833.17292,04:09:00,0,-0.44924552,,,,-1.591891177
,,43833.17639,04:14:00,0,-0.44924552,,,,-1.591891177
,,43833.17986,04:19:00,0,-0.44924552,,,,-1.591891177
,,43833.18333,04:24:00,0,-0.44924552,,,,-1.591891177
,,43833.18681,04:29:00,0,-0.44924552,,,,-1.591891177
,,43833.19028,04:34:00,0,-0.44924552,,,,-1.591891177
,,43833.19375,04:39:00,0,-0.44924552,,,,-1.591891177
,,43833.19722,04:44:00,0,-0.44924552,,,,-1.591891177
,,43833.20069,04:49:00,0,-0.44924552,,,,-1.591891177
,,43833.20417,04:54:00,0,-0.44924552,,,,-1.591891177
,,43833.20764,04:59:00,0,-0.44924552,,,,-1.591891177
,,43833.21111,05:04:00,0,-0.44924552,,,,-1.591891177
,,43833.21458,05:09:00,0,-0.44924552,,,,-1.591891177
,,43833.21806,05:14:00,0,-0.44924552,,,,-1.591891177
,,43833.22153,05:19:00,0,-0.44924552,,,,-1.591891177
,,43833.225,05:24:00,0,-0.44924552,,,,-1.591891177
,,43833.22847,05:29:00,0,-0.44924552,,,,-1.591891177
,,43833.23194,05:34:00,0,-0.44924552,,,,-1.591891177
,,43833.23542,05:39:00,0,-0.44924552,,,,-1.591891177
,,43833.23889,05:44:00,0,-0.44924552,,,,-1.591891177
,,43833.24236,05:49:00,0,-0.44924552,,,,-1.591891177
,,43833.24583,05:54:00,0,-0.44924552,,,,-1.591891177
,,43833.24931,05:59:00,0,-0.44924552,,,,-1.591891177
,,43833.25278,06:04:00,0,-0.44924552,,,,-1.591891177
,,43833.25625,06:09:00,0,-0.44924552,,,,-1.591891177
,,43833.25972,06:14:00,0,-0.44924552,,,,-1.591891177
,,43833.26319,06:19:00,0,-0.44924552,,,,-1.591891177
,,43833.26667,06:24:00,0,-0.44924552,,,,-1.591891177
,,43833.27014,06:29:00,0,-0.44924552,,,,-1.591891177
,,43833.27361,06:34:00,0,-0.44924552,,,,-1.591891177
,,43833.27708,06:39:00,0,-0.44924552,,,,-1.591891177
,,43833.28056,06:44:00,0,-0.44924552,,,,-1.591891177
,,43833.28403,06:49:00,0,-0.44924552,,,,-1.591891177
,,43833.2875,06:54:00,0,-0.44924552,,,,-1.591891177
,,43833.29097,06:59:00,0,-0.44924552,,,,-1.591891177
,,43833.29444,07:04:00,0,-0.44924552,,,,-1.591891177
,,43833.29792,07:09:00,0,-0.44924552,,,,-1.591891177
,,43833.30139,07:14:00,0,-0.44924552,,,,-1.591891177
,,43833.30486,07:19:00,0,-0.44924552,,,,-1.591891177
,,43833.30833,07:24:00,0,-0.44924552,,,,-1.591891177
,,43833.31181,07:29:00,0,-0.44924552,,,,-1.591891177
,,43833.31528,07:34:00,0,-0.44924552,,,,-1.591891177
,,43833.31875,07:39:00,0,-0.44924552,,,,-1.591891177
,,43833.32222,07:44:00,0,-0.44924552,,,,-1.591891177
,,43833.32569,07:49:00,0.4,-0.44903702,,,,-1.591891177
,,43833.32917,07:54:00,1.4,-0.448515768,,,,-1.591891177
,,43833.33264,07:59:00,4,-0.447160515,,,,-1.591891177
,,43833.33611,08:04:00,8.6,-0.444762758,,,,-1.591891177
,,43833.33958,08:09:00,18,-0.439862995,,,,-1.591891177
,,43833.34306,08:14:00,35.6,-0.430688971,,,,-1.591891177
,,43833.34653,08:19:00,65,-0.41536418,,,,-1.591891177
,,43833.35,08:24:00,109.4,-0.392220618,,,,-1.591891177
,,43833.35347,08:29:00,173,-0.35906903,,,,-1.591891177
,,43833.35694,08:34:00,254.2,-0.316743417,,,,-1.591891177
,,43833.36042,08:39:00,353.2,-0.26513953,,,,-1.591891177
,,43833.36389,08:44:00,468.6,-0.204987119,,,,-1.591891177
,,43833.36736,08:49:00,600.4,-0.136286186,,,,-1.591891177
,,43833.37083,08:54:00,746.2,-0.060287733,,,,-1.591891177
,,43833.37431,08:59:00,901.6,0.020714733,,,,-1.591891177
,,43833.37778,09:04:00,1071.4,0.109223219,,,,-1.591891177
,,43833.38125,09:09:00,1242.6,0.198461456,,,,-1.591891177
,,43833.38472,09:14:00,1405.4,0.283321183,,,,-1.591891177
,,43833.38819,09:19:00,1561,0.364427899,,,,-1.591891177
,,43833.39167,09:24:00,1696.6,0.435109587,,,,-1.591891177
,,43833.39514,09:29:00,1809.8,0.494115245,,,,-1.591891177
,,43833.39861,09:34:00,1928.6,0.55603991,,,,-1.591891177
,,43833.40208,09:39:00,2129,0.660498688,,,,-1.591891177
,,43833.40556,09:44:00,2199.4,0.697194786,,,,-1.591891177
,,43833.40903,09:49:00,2334.4,0.767563724,,,,-1.591891177
,,43833.4125,09:54:00,2413.2,0.808638333,,,,-1.591891177
,,43833.41597,09:59:00,2505.8,0.856906212,,,,-1.591891177
,,43833.41944,10:04:00,2553.4,0.881717778,,,,-1.591891177
,,43833.42292,10:09:00,2701.6,0.958967234,,,,-1.591891177
,,43833.42639,10:14:00,2778.6,0.999103591,,,,-1.591891177
,,43833.42986,10:19:00,2940.2,1.083337816,,,,-1.591891177
,,43833.43333,10:24:00,3111.8,1.172784554,,,,-1.591891177
