,Days,5 Minute TimeStamp (Unix),5 Minute TimeStamp (Excel Reading),Sensor Value (Average of last 5),,Boris Bike TimeStamp (Unix),Boris Bike TimeStamp (Excel Readable),Number of Boris Bikes Available,
,,,,Lux Value,Normalized,,,Boris Bike Value,Normalized 
,,43835.01667,00:24:00,00:00:00,-0.44924552,43835.01527,00:21:59,18,0.719684333
,,43835.02014,00:29:00,00:00:00,-0.44924552,43835.01875,00:27:00,18,0.719684333
,,43835.02361,00:34:00,00:00:00,-0.44924552,43835.02223,00:32:01,18,0.719684333
,,43835.02708,00:39:00,00:00:00,-0.44924552,43835.02572,00:37:03,18,0.719684333
,,43835.03056,00:44:00,00:00:00,-0.44924552,43835.0292,00:42:03,18,0.719684333
,,43835.03403,00:49:00,00:00:00,-0.44924552,43835.03269,00:47:04,18,0.719684333
,,43835.0375,00:54:00,00:00:00,-0.44924552,43835.03617,00:52:05,18,0.719684333
,,43835.04097,00:59:00,00:00:00,-0.44924552,43835.03965,00:57:06,18,0.719684333
,,43835.04444,01:04:00,00:00:00,-0.44924552,43835.04313,01:02:07,18,0.719684333
,,43835.04792,01:09:00,00:00:00,-0.44924552,43835.04662,01:07:08,18,0.719684333
,,43835.05139,01:14:00,00:00:00,-0.44924552,43835.0501,01:12:08,18,0.719684333
,,43835.05486,01:19:00,00:00:00,-0.44924552,43835.05358,01:17:09,18,0.719684333
,,43835.05833,01:24:00,00:00:00,-0.44924552,43835.05706,01:22:10,18,0.719684333
,,43835.06181,01:29:00,00:00:00,-0.44924552,43835.06054,01:27:11,18,0.719684333
,,43835.06528,01:34:00,00:00:00,-0.44924552,43835.06402,01:32:12,18,0.719684333
,,43835.06875,01:39:00,00:00:00,-0.44924552,43835.06751,01:37:13,18,0.719684333
,,43835.07222,01:44:00,00:00:00,-0.44924552,43835.07099,01:42:13,18,0.719684333
,,43835.07569,01:49:00,00:00:00,-0.44924552,43835.07447,01:47:14,18,0.719684333
,,43835.07917,01:54:00,00:00:00,-0.44924552,43835.07795,01:52:15,18,0.719684333
,,43835.08264,01:59:00,00:00:00,-0.44924552,43835.08143,01:57:16,18,0.719684333
,,43835.08611,02:04:00,00:00:00,-0.44924552,43835.08491,02:02:16,18,0.719684333
,,43835.08958,02:09:00,00:00:00,-0.44924552,43835.08839,02:07:17,18,0.719684333
,,43835.09306,02:14:00,00:00:00,-0.44924552,43835.09187,02:12:18,18,0.719684333
,,43835.09653,02:19:00,00:00:00,-0.44924552,43835.09535,02:17:19,18,0.719684333
,,43835.1,02:24:00,00:00:00,-0.44924552,43835.09884,02:22:20,18,0.719684333
,,43835.10347,02:29:00,00:00:00,-0.44924552,43835.10232,02:27:20,18,0.719684333
,,43835.10694,02:34:00,00:00:00,-0.44924552,43835.1058,02:32:21,19,0.848105195
,,43835.11042,02:39:00,00:00:00,-0.44924552,43835.10928,02:37:22,19,0.848105195
,,43835.11389,02:44:00,00:00:00,-0.44924552,43835.11276,02:42:23,19,0.848105195
,,43835.11736,02:49:00,00:00:00,-0.44924552,43835.11624,02:47:23,19,0.848105195
,,43835.12083,02:54:00,00:00:00,-0.44924552,43835.11972,02:52:24,19,0.848105195
,,43835.12431,02:59:00,00:00:00,-0.44924552,43835.12321,02:57:25,19,0.848105195
,,43835.12778,03:04:00,00:00:00,-0.44924552,43835.12669,03:02:26,19,0.848105195
,,43835.13125,03:09:00,00:00:00,-0.44924552,43835.13017,03:07:27,19,0.848105195
,,43835.13472,03:14:00,00:00:00,-0.44924552,43835.13365,03:12:28,19,0.848105195
,,43835.13819,03:19:00,00:00:00,-0.44924552,43835.13714,03:17:29,19,0.848105195
,,43835.14167,03:24:00,00:00:00,-0.44924552,43835.14062,03:22:29,19,0.848105195
,,43835.14514,03:29:00,00:00:00,-0.44924552,43835.1441,03:27:30,19,0.848105195
,,43835.14861,03:34:00,00:00:00,-0.44924552,43835.14758,03:32:31,19,0.848105195
,,43835.15208,03:39:00,00:00:00,-0.44924552,43835.15106,03:37:32,19,0.848105195
,,43835.15556,03:44:00,00:00:00,-0.44924552,43835.15454,03:42:32,19,0.848105195
,,43835.15903,03:49:00,00:00:00,-0.44924552,43835.15802,03:47:33,19,0.848105195
,,43835.1625,03:54:00,00:00:00,-0.44924552,43835.16151,03:52:34,19,0.848105195
,,43835.16597,03:59:00,00:00:00,-0.44924552,43835.16499,03:57:35,19,0.848105195
,,43835.16944,04:04:00,00:00:00,-0.44924552,43835.16847,04:02:36,19,0.848105195
,,43835.17292,04:09:00,00:00:00,-0.44924552,43835.17195,04:07:36,19,0.848105195
,,43835.17639,04:14:00,00:00:00,-0.44924552,43835.17543,04:12:37,19,0.848105195
,,43835.17986,04:19:00,00:00:00,-0.44924552,43835.17891,04:17:38,19,0.848105195
,,43835.18333,04:24:00,00:00:00,-0.44924552,43835.18239,04:22:38,19,0.848105195
,,43835.18681,04:29:00,00:00:00,-0.44924552,43835.18587,04:27:39,19,0.848105195
,,43835.19028,04:34:00,00:00:00,-0.44924552,43835.18935,04:32:40,19,0.848105195
,,43835.19375,04:39:00,00:00:00,-0.44924552,43835.19283,04:37:41,19,0.848105195
,,43835.19722,04:44:00,00:00:00,-0.44924552,43835.19632,04:42:42,19,0.848105195
,,43835.20069,04:49:00,00:00:00,-0.44924552,43835.1998,04:47:43,19,0.848105195
,,43835.20417,04:54:00,00:00:00,-0.44924552,43835.20328,04:52:43,19,0.848105195
,,43835.20764,04:59:00,00:00:00,-0.44924552,43835.20676,04:57:44,19,0.848105195
,,43835.21111,05:04:00,00:00:00,-0.44924552,43835.21024,05:02:45,19,0.848105195
,,43835.21458,05:09:00,00:00:00,-0.44924552,43835.21372,05:07:46,19,0.848105195
,,43835.21806,05:14:00,00:00:00,-0.44924552,43835.2172,05:12:46,19,0.848105195
,,43835.22153,05:19:00,00:00:00,-0.44924552,43835.22068,05:17:47,19,0.848105195
,,43835.225,05:24:00,00:00:00,-0.44924552,43835.22416,05:22:48,19,0.848105195
,,43835.22847,05:29:00,00:00:00,-0.44924552,43835.22764,05:27:48,19,0.848105195
,,43835.23194,05:34:00,00:00:00,-0.44924552,43835.23113,05:32:49,19,0.848105195
,,43835.23542,05:39:00,00:00:00,-0.44924552,43835.23461,05:37:50,19,0.848105195
,,43835.23889,05:44:00,00:00:00,-0.44924552,43835.23809,05:42:51,19,0.848105195
,,43835.24236,05:49:00,00:00:00,-0.44924552,43835.24157,05:47:52,19,0.848105195
,,43835.24583,05:54:00,00:00:00,-0.44924552,43835.24506,05:52:53,19,0.848105195
,,43835.24931,05:59:00,00:00:00,-0.44924552,43835.24854,05:57:54,19,0.848105195
,,43835.25278,06:04:00,00:00:00,-0.44924552,43835.25202,06:02:54,19,0.848105195
,,43835.25625,06:09:00,00:00:00,-0.44924552,43835.2555,06:07:55,19,0.848105195
,,43835.25972,06:14:00,00:00:00,-0.44924552,43835.25898,06:12:56,19,0.848105195
,,43835.26319,06:19:00,00:00:00,-0.44924552,43835.26247,06:17:57,19,0.848105195
,,43835.26667,06:24:00,00:00:00,-0.44924552,43835.26595,06:22:58,19,0.848105195
,,43835.27014,06:29:00,00:00:00,-0.44924552,43835.26943,06:27:59,19,0.848105195
,,43835.27361,06:34:00,00:00:00,-0.44924552,43835.27291,06:32:59,19,0.848105195
,,43835.27708,06:39:00,00:00:00,-0.44924552,43835.27639,06:38:00,19,0.848105195
,,43835.28056,06:44:00,00:00:00,-0.44924552,43835.27987,06:43:01,19,0.848105195
,,43835.28403,06:49:00,00:00:00,-0.44924552,43835.28335,06:48:02,19,0.848105195
,,43835.2875,06:54:00,00:00:00,-0.44924552,43835.28683,06:53:02,19,0.848105195
,,43835.29097,06:59:00,00:00:00,-0.44924552,43835.29032,06:58:04,19,0.848105195
,,43835.29444,07:04:00,00:00:00,-0.44924552,43835.29381,07:03:06,19,0.848105195
,,43835.29792,07:09:00,00:00:00,-0.44924552,43835.2973,07:08:06,19,0.848105195
,,43835.30139,07:14:00,00:00:00,-0.44924552,43835.30078,07:13:08,19,0.848105195
,,43835.30486,07:19:00,00:00:00,-0.44924552,43835.30426,07:18:08,19,0.848105195
,,43835.30833,07:24:00,00:00:00,-0.44924552,43835.30775,07:23:09,19,0.848105195
,,43835.31181,07:29:00,00:00:00,-0.44924552,43835.31123,07:28:10,19,0.848105195
,,43835.31528,07:34:00,00:00:00,-0.44924552,43835.31471,07:33:11,19,0.848105195
,,43835.31875,07:39:00,00:00:00,-0.44924552,43835.31819,07:38:11,19,0.848105195
,,43835.32222,07:44:00,00:00:00,-0.44924552,43835.32167,07:43:12,19,0.848105195
,,43835.32569,07:49:00,00:00:00,-0.44924552,43835.32515,07:48:13,19,0.848105195
,,43835.32917,07:54:00,19:12:00,-0.448828519,43835.32863,07:53:14,19,0.848105195
,,43835.33264,07:59:00,14:24:00,-0.447890267,43835.33211,07:58:15,20,0.976526056
,,43835.33611,08:04:00,14:24:00,-0.445805261,43835.33559,08:03:15,20,0.976526056
,,43835.33958,08:09:00,14:24:00,-0.443720256,43835.33908,08:08:16,20,0.976526056
,,43835.34306,08:14:00,04:48:00,-0.440801248,43835.34257,08:13:18,20,0.976526056
,,43835.34653,08:19:00,14:24:00,-0.43798649,43835.34605,08:18:19,20,0.976526056
,,43835.35,08:24:00,09:36:00,-0.434963232,43835.34953,08:23:20,20,0.976526056
,,43835.35347,08:29:00,14:24:00,-0.429646468,43835.35301,08:28:20,20,0.976526056
,,43835.35694,08:34:00,09:36:00,-0.40785816,43835.35651,08:33:22,20,0.976526056
,,43835.36042,08:39:00,14:24:00,-0.375436324,43835.35999,08:38:23,20,0.976526056
,,43835.36389,08:44:00,00:00:00,-0.352292762,43835.36347,08:43:24,19,0.848105195
,,43835.36736,08:49:00,04:48:00,-0.354794769,43835.36695,08:48:25,19,0.848105195
,,43835.37083,08:54:00,19:12:00,-0.351875761,43835.37043,08:53:25,19,0.848105195
,,43835.37431,08:59:00,14:24:00,-0.317577419,43835.37393,08:58:27,19,0.848105195
,,43835.37778,09:04:00,19:12:00,-0.303399382,43835.37741,09:03:28,19,0.848105195
,,43835.38125,09:09:00,00:00:00,-0.274626305,43835.3809,09:08:29,19,0.848105195
,,43835.38472,09:14:00,14:24:00,-0.143479455,43835.38438,09:13:31,19,0.848105195
,,43835.38819,09:19:00,04:48:00,0.019984981,43835.38786,09:18:31,19,0.848105195
,,43835.39167,09:24:00,00:00:00,0.081388394,43835.39135,09:23:32,19,0.848105195
,,43835.39514,09:29:00,09:36:00,-0.035163416,43835.39483,09:28:34,19,0.848105195
,,43835.39861,09:34:00,04:48:00,0.043962545,43835.39832,09:33:35,19,0.848105195
,,43835.40208,09:39:00,04:48:00,0.220145514,43835.4018,09:38:36,19,0.848105195
,,43835.40556,09:44:00,14:24:00,0.196376451,43835.40528,09:43:36,19,0.848105195
,,43835.40903,09:49:00,09:36:00,0.195229698,43835.40876,09:48:37,19,0.848105195
,,43835.4125,09:54:00,19:12:00,0.382567447,43835.41225,09:53:38,19,0.848105195
,,43835.41597,09:59:00,14:24:00,0.422078303,43835.41573,09:58:39,19,0.848105195
,,43835.41944,10:04:00,19:12:00,0.468052675,43835.41921,10:03:40,19,0.848105195
,,43835.42292,10:09:00,00:00:00,0.528622087,43835.4227,10:08:41,19,0.848105195
,,43835.42639,10:14:00,04:48:00,0.691878022,43835.42619,10:13:43,18,0.719684333
,,43835.42986,10:19:00,00:00:00,0.699071291,43835.42967,10:18:44,18,0.719684333
,,43835.43333,10:24:00,09:36:00,0.744107411,43835.43316,10:23:45,18,0.719684333
,,43835.43681,10:29:00,00:00:00,1.030065924,43835.43665,10:28:47,18,0.719684333
,,43835.44028,10:34:00,09:36:00,1.276826331,43835.44014,10:33:48,18,0.719684333
,,43835.44375,10:39:00,14:24:00,1.45624106,43835.44364,10:38:51,17,0.591263471
,,43835.44722,10:44:00,19:12:00,1.326553714,43835.44712,10:43:52,17,0.591263471
,,43835.45069,10:49:00,09:36:00,0.917162873,43835.45062,10:48:53,17,0.591263471
,,43835.45417,10:54:00,04:48:00,0.718461843,43835.4541,10:53:54,17,0.591263471
,,43835.45764,10:59:00,09:36:00,1.119408412,43835.45759,10:58:55,17,0.591263471
,,43835.46111,11:04:00,09:36:00,1.257018779,43835.46107,11:03:56,17,0.591263471
,,43835.46458,11:09:00,04:48:00,0.798734557,43835.46455,11:08:57,17,0.591263471
,,43835.46806,11:14:00,19:12:00,0.607748048,43835.46803,11:13:58,17,0.591263471
,,43835.47153,11:19:00,04:48:00,0.843040925,43835.47152,11:18:59,16,0.46284261
,,43835.475,11:24:00,19:12:00,0.886617541,43835.475,11:24:00,16,0.46284261
,,43835.47847,11:29:00,19:12:00,1.026834165,43835.47849,11:29:01,16,0.46284261
,,43835.48194,11:34:00,19:12:00,1.26504605,43835.48197,11:34:02,15,0.334421748
,,43835.48542,11:39:00,09:36:00,1.779833922,43835.48546,11:39:03,15,0.334421748
,,43835.48889,11:44:00,14:24:00,1.667347873,43835.48894,11:44:04,15,0.334421748
,,43835.49236,11:49:00,14:24:00,1.76013062,43835.49243,11:49:06,15,0.334421748
,,43835.49583,11:54:00,09:36:00,2.025343327,43835.49591,11:54:07,14,0.206000886
,,43835.49931,11:59:00,00:00:00,3.1406128,43835.49941,11:59:09,14,0.206000886
,,43835.50278,12:04:00,19:12:00,2.519176894,43835.50289,12:04:10,14,0.206000886
,,43835.50625,12:09:00,19:12:00,2.290868785,43835.50638,12:09:11,14,0.206000886
,,43835.50972,12:14:00,00:00:00,2.567757523,43835.50986,12:14:12,13,0.077580025
,,43835.51319,12:19:00,04:48:00,3.043764292,43835.51335,12:19:14,13,0.077580025
,,43835.51667,12:24:00,14:24:00,3.110692971,43835.51684,12:24:15,13,0.077580025
,,43835.52014,12:29:00,14:24:00,3.015825218,43835.52034,12:29:17,13,0.077580025
,,43835.52361,12:34:00,09:36:00,2.589858582,43835.52382,12:34:18,14,0.206000886
,,43835.52708,12:39:00,09:36:00,2.511149622,43835.52731,12:39:19,14,0.206000886
,,43835.53056,12:44:00,19:12:00,2.839746498,43835.5308,12:44:21,14,0.206000886
,,43835.53403,12:49:00,14:24:00,2.962657576,43835.53428,12:49:22,12,-0.050840837
,,43835.5375,12:54:00,14:24:00,2.724966942,43835.53777,12:54:23,13,0.077580025
,,43835.54097,12:59:00,00:00:00,2.545864965,43835.54125,12:59:24,13,0.077580025
,,43835.54444,13:04:00,19:12:00,2.171502217,43835.54477,13:04:28,11,-0.179261699
,,43835.54792,13:09:00,09:36:00,2.280235256,43835.54825,13:09:29,11,-0.179261699
,,43835.55139,13:14:00,04:48:00,2.452143965,43835.55174,13:14:30,12,-0.050840837
,,43835.55486,13:19:00,00:00:00,2.735600471,43835.55522,13:19:31,11,-0.179261699
,,43835.55833,13:24:00,00:00:00,2.15023516,43835.5587,13:24:32,11,-0.179261699
,,43835.56181,13:29:00,04:48:00,1.63273678,43835.56218,13:29:33,11,-0.179261699
,,43835.56528,13:34:00,19:12:00,1.642432056,43835.56568,13:34:35,11,-0.179261699
,,43835.56875,13:39:00,14:24:00,1.810692005,43835.56932,13:39:49,11,-0.179261699
,,43835.57222,13:44:00,09:36:00,1.763675129,43835.5728,13:44:50,11,-0.179261699
,,43835.57569,13:49:00,19:12:00,1.462600327,43835.57631,13:49:53,11,-0.179261699
,,43835.57917,13:54:00,00:00:00,1.06238351,43835.57979,13:54:54,11,-0.179261699
,,43835.58264,13:59:00,14:24:00,0.938117178,43835.58329,13:59:56,12,-0.050840837
,,43835.58611,14:04:00,04:48:00,0.766416971,43835.58678,14:04:58,12,-0.050840837
,,43835.58958,14:09:00,00:00:00,0.624532342,43835.59027,14:09:59,12,-0.050840837
,,43835.59306,14:14:00,00:00:00,0.585438488,43835.59375,14:15:00,12,-0.050840837
,,43835.59653,14:19:00,00:00:00,0.573449706,43835.59724,14:20:01,12,-0.050840837
,,43835.6,14:24:00,04:48:00,0.564171431,43835.60072,14:25:02,12,-0.050840837
,,43835.60347,14:29:00,00:00:00,0.512984545,43835.6042,14:30:03,12,-0.050840837
,,43835.60694,14:34:00,04:48:00,0.600137777,43835.60769,14:35:04,12,-0.050840837
,,43835.61042,14:39:00,19:12:00,0.560835423,43835.61117,14:40:05,11,-0.179261699
,,43835.61389,14:44:00,00:00:00,0.404043005,43835.61465,14:45:06,11,-0.179261699
,,43835.61736,14:49:00,04:48:00,0.206071727,43835.61815,14:50:08,11,-0.179261699
,,43835.62083,14:54:00,04:48:00,0.094523929,43835.62163,14:55:08,11,-0.179261699
,,43835.62431,14:59:00,04:48:00,0.052823818,43835.62511,15:00:10,11,-0.179261699
,,43835.62778,15:04:00,09:36:00,-0.020568378,43835.6286,15:05:11,9,-0.436103422
,,43835.63125,15:09:00,19:12:00,-0.11887639,43835.63208,15:10:12,9,-0.436103422
,,43835.63472,15:14:00,19:12:00,-0.155363987,43835.63556,15:15:13,9,-0.436103422
,,43835.63819,15:19:00,09:36:00,-0.183198811,43835.63905,15:20:14,9,-0.436103422
,,43835.64167,15:24:00,09:36:00,-0.26138652,43835.64253,15:25:15,9,-0.436103422
,,43835.64514,15:29:00,00:00:00,-0.322581433,43835.64601,15:30:15,9,-0.436103422
,,43835.64861,15:34:00,00:00:00,-0.353856516,43835.6495,15:35:17,9,-0.436103422
,,43835.65208,15:39:00,09:36:00,-0.348956753,43835.65298,15:40:17,9,-0.436103422
,,43835.65556,15:44:00,00:00:00,-0.358547779,43835.65647,15:45:19,9,-0.436103422
,,43835.65903,15:49:00,00:00:00,-0.387737856,43835.65995,15:50:20,9,-0.436103422
,,43835.6625,15:54:00,00:00:00,-0.396077879,43835.66343,15:55:21,10,-0.30768256
,,43835.66597,15:59:00,00:00:00,-0.407024158,43835.66692,16:00:22,10,-0.30768256
,,43835.66944,16:04:00,14:24:00,-0.412966424,43835.6704,16:05:23,9,-0.436103422
,,43835.67292,16:09:00,04:48:00,-0.429333717,43835.67389,16:10:24,9,-0.436103422
,,43835.67639,16:14:00,09:36:00,-0.439654495,43835.67737,16:15:25,9,-0.436103422
,,43835.67986,16:19:00,00:00:00,-0.444554258,43835.68086,16:20:26,9,-0.436103422
,,43835.68333,16:24:00,04:48:00,-0.446535013,43835.68435,16:25:28,10,-0.30768256
,,43835.68681,16:29:00,00:00:00,-0.447160515,43835.68783,16:30:29,10,-0.30768256
,,43835.69028,16:34:00,00:00:00,-0.448203018,43835.69132,16:35:30,10,-0.30768256
,,43835.69375,16:39:00,00:00:00,-0.448724269,43835.6948,16:40:31,10,-0.30768256
,,43835.69722,16:44:00,19:12:00,-0.448828519,43835.69828,16:45:32,10,-0.30768256
,,43835.70069,16:49:00,04:48:00,-0.44914127,43835.70177,16:50:33,10,-0.30768256
,,43835.70417,16:54:00,00:00:00,-0.44924552,43835.70525,16:55:34,9,-0.436103422
,,43835.70764,16:59:00,00:00:00,-0.44924552,43835.70874,17:00:35,9,-0.436103422
,,43835.71111,17:04:00,00:00:00,-0.44924552,43835.71222,17:05:36,9,-0.436103422
,,43835.71458,17:09:00,00:00:00,-0.44924552,43835.71572,17:10:38,11,-0.179261699
,,43835.71806,17:14:00,00:00:00,-0.44924552,43835.7192,17:15:39,11,-0.179261699
,,43835.72153,17:19:00,00:00:00,-0.44924552,43835.72268,17:20:40,11,-0.179261699
,,43835.725,17:24:00,00:00:00,-0.44924552,43835.72617,17:25:41,11,-0.179261699
,,43835.72847,17:29:00,00:00:00,-0.44924552,43835.72965,17:30:42,11,-0.179261699
,,43835.73194,17:34:00,00:00:00,-0.44924552,43835.73313,17:35:42,11,-0.179261699
,,43835.73542,17:39:00,00:00:00,-0.44924552,43835.73662,17:40:44,11,-0.179261699
,,43835.73889,17:44:00,00:00:00,-0.44924552,43835.7401,17:45:45,11,-0.179261699
,,43835.74236,17:49:00,00:00:00,-0.44924552,43835.74358,17:50:46,12,-0.050840837
,,43835.74583,17:54:00,00:00:00,-0.44924552,43835.74707,17:55:47,12,-0.050840837
,,43835.74931,17:59:00,00:00:00,-0.44924552,43835.75055,18:00:48,12,-0.050840837
,,43835.75278,18:04:00,00:00:00,-0.44924552,43835.75404,18:05:49,12,-0.050840837
,,43835.75625,18:09:00,00:00:00,-0.44924552,43835.75753,18:10:50,13,0.077580025
,,43835.75972,18:14:00,00:00:00,-0.44924552,43835.76101,18:15:52,13,0.077580025
,,43835.76319,18:19:00,00:00:00,-0.44924552,43835.7645,18:20:53,13,0.077580025
,,43835.76667,18:24:00,00:00:00,-0.44924552,43835.76798,18:25:53,13,0.077580025
,,43835.77014,18:29:00,00:00:00,-0.44924552,43835.77146,18:30:54,13,0.077580025
,,43835.77361,18:34:00,00:00:00,-0.44924552,43835.77494,18:35:55,13,0.077580025
,,43835.77708,18:39:00,00:00:00,-0.44924552,43835.77845,18:40:58,14,0.206000886
,,43835.78056,18:44:00,00:00:00,-0.44924552,43835.78193,18:45:59,15,0.334421748
,,43835.78403,18:49:00,00:00:00,-0.44924552,43835.78542,18:51:00,15,0.334421748
,,43835.7875,18:54:00,00:00:00,-0.44924552,43835.7889,18:56:01,15,0.334421748
,,43835.79097,18:59:00,00:00:00,-0.44924552,43835.79238,19:01:01,15,0.334421748
,,43835.79444,19:04:00,00:00:00,-0.44924552,43835.79587,19:06:03,16,0.46284261
,,43835.79792,19:09:00,00:00:00,-0.44924552,43835.79941,19:11:09,15,0.334421748
,,43835.80139,19:14:00,00:00:00,-0.44924552,43835.80291,19:16:11,15,0.334421748
,,43835.80486,19:19:00,00:00:00,-0.44924552,43835.80639,19:21:12,15,0.334421748
,,43835.80833,19:24:00,00:00:00,-0.44924552,43835.80987,19:26:13,15,0.334421748
,,43835.81181,19:29:00,00:00:00,-0.44924552,43835.81335,19:31:14,15,0.334421748
,,43835.81528,19:34:00,00:00:00,-0.44924552,43835.81683,19:36:14,15,0.334421748
,,43835.81875,19:39:00,00:00:00,-0.44924552,43835.82034,19:41:17,15,0.334421748
,,43835.82222,19:44:00,00:00:00,-0.44924552,43835.82382,19:46:18,15,0.334421748
,,43835.82569,19:49:00,00:00:00,-0.44924552,43835.8273,19:51:19,14,0.206000886
,,43835.82917,19:54:00,00:00:00,-0.44924552,43835.83078,19:56:20,14,0.206000886
,,43835.83264,19:59:00,00:00:00,-0.44924552,43835.83427,20:01:21,14,0.206000886
,,43835.83611,20:04:00,00:00:00,-0.44924552,43835.83775,20:06:22,14,0.206000886
,,43835.83958,20:09:00,00:00:00,-0.44924552,43835.84124,20:11:23,14,0.206000886
,,43835.84306,20:14:00,00:00:00,-0.44924552,43835.84472,20:16:24,14,0.206000886
,,43835.84653,20:19:00,00:00:00,-0.44924552,43835.84821,20:21:25,14,0.206000886
,,43835.85347,20:29:00,00:00:00,-0.44924552,43835.85169,20:26:26,16,0.46284261
,,43835.85694,20:34:00,00:00:00,-0.44924552,43835.85519,20:31:28,16,0.46284261
,,43835.86042,20:39:00,00:00:00,-0.44924552,43835.85868,20:36:30,17,0.591263471
,,43835.86389,20:44:00,00:00:00,-0.44924552,43835.86217,20:41:31,17,0.591263471
,,43835.86736,20:49:00,00:00:00,-0.44924552,43835.86565,20:46:32,17,0.591263471
,,43835.87083,20:54:00,00:00:00,-0.44924552,43835.86914,20:51:34,17,0.591263471
,,43835.87431,20:59:00,00:00:00,-0.44924552,43835.87263,20:56:35,17,0.591263471
,,43835.87778,21:04:00,00:00:00,-0.44924552,43835.87614,21:01:39,17,0.591263471
,,43835.88125,21:09:00,00:00:00,-0.44924552,43835.87963,21:06:40,17,0.591263471
,,43835.88472,21:14:00,00:00:00,-0.44924552,43835.88311,21:11:41,17,0.591263471
,,43835.88819,21:19:00,00:00:00,-0.44924552,43835.8866,21:16:42,17,0.591263471
,,43835.89167,21:24:00,00:00:00,-0.44924552,43835.89009,21:21:44,17,0.591263471
,,43835.89514,21:29:00,00:00:00,-0.44924552,43835.89358,21:26:45,17,0.591263471
,,43835.89861,21:34:00,00:00:00,-0.44924552,43835.89706,21:31:46,17,0.591263471
,,43835.90208,21:39:00,00:00:00,-0.44924552,43835.90054,21:36:47,17,0.591263471
,,43835.90556,21:44:00,00:00:00,-0.44924552,43835.90403,21:41:48,17,0.591263471
,,43835.90903,21:49:00,00:00:00,-0.44924552,43835.90751,21:46:49,17,0.591263471
,,43835.9125,21:54:00,00:00:00,-0.44924552,43835.911,21:51:50,17,0.591263471
,,43835.91597,21:59:00,00:00:00,-0.44924552,43835.91448,21:56:51,17,0.591263471
,,43835.91944,22:04:00,00:00:00,-0.44924552,43835.91796,22:01:52,17,0.591263471
,,43835.92292,22:09:00,00:00:00,-0.44924552,43835.92145,22:06:53,17,0.591263471
,,43835.92639,22:14:00,00:00:00,-0.44924552,43835.92493,22:11:54,17,0.591263471
,,43835.92986,22:19:00,00:00:00,-0.44924552,43835.92842,22:16:56,17,0.591263471
,,43835.93333,22:24:00,00:00:00,-0.44924552,43835.93191,22:21:57,17,0.591263471
,,43835.93681,22:29:00,00:00:00,-0.44924552,43835.9354,22:26:58,17,0.591263471
,,43835.94028,22:34:00,00:00:00,-0.44924552,43835.93889,22:32:00,17,0.591263471
,,43835.94375,22:39:00,00:00:00,-0.44924552,43835.94238,22:37:01,17,0.591263471
,,43835.94722,22:44:00,00:00:00,-0.44924552,43835.94586,22:42:02,17,0.591263471
,,43835.95069,22:49:00,00:00:00,-0.44924552,43835.94935,22:47:04,17,0.591263471
,,43835.95417,22:54:00,00:00:00,-0.44924552,43835.95283,22:52:05,17,0.591263471
,,43835.95764,22:59:00,00:00:00,-0.44924552,43835.95632,22:57:06,17,0.591263471
,,43835.96111,23:04:00,00:00:00,-0.44924552,43835.95981,23:02:07,17,0.591263471
,,43835.96458,23:09:00,00:00:00,-0.44924552,43835.96329,23:07:09,17,0.591263471
,,43835.96806,23:14:00,00:00:00,-0.44924552,43835.9668,23:12:11,17,0.591263471
,,43835.97153,23:19:00,00:00:00,-0.44924552,43835.97028,23:17:12,17,0.591263471
,,43835.975,23:24:00,00:00:00,-0.44924552,43835.97376,23:22:13,17,0.591263471
,,43835.97847,23:29:00,00:00:00,-0.44924552,43835.97725,23:27:14,17,0.591263471
,,43835.98194,23:34:00,00:00:00,-0.44924552,43835.98073,23:32:15,17,0.591263471
,,43835.98542,23:39:00,00:00:00,-0.44924552,43835.98422,23:37:17,17,0.591263471
,,43835.98889,23:44:00,00:00:00,-0.44924552,43835.9877,23:42:18,17,0.591263471
,,43835.99236,23:49:00,00:00:00,-0.44924552,43835.99119,23:47:19,17,0.591263471
,,43835.99583,23:54:00,00:00:00,-0.44924552,43835.99469,23:52:21,17,0.591263471
,,43835.99931,23:59:00,00:00:00,-0.44924552,43835.99818,23:57:23,17,0.591263471
06/01/2020,06/01/2020,43836.00278,00:04:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.00625,00:09:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.00972,00:14:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.01319,00:19:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.01667,00:24:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.02014,00:29:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.02361,00:34:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.02708,00:39:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.03056,00:44:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.03403,00:49:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.0375,00:54:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
,,43836.04097,00:59:00,00:00:00,-0.44924552,25569,00:00:00,,-1.591891177
